,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
257,BASE LITE CORPORATION,https://businesssearch.sos.ca.gov/,12260 EAST END AVE,CHINO,CA,91710,RAMUS V. BASE LITE,https://www.westlaw.com/Document/IEACCA5CEDD2511EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D182%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=182&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",CIVDS2015630,CA SAN BERNARDINO SUPER. CT,2020-08-10
258,FRED SED INCORPORATED,https://businesssearch.sos.ca.gov/,4010 BARRANCA PKWY SUITE 100,IRVINE,CA,92604,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D215%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=215&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
259,BKCO INC.,,,,,,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D215%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=215&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
260,"BKT IRVINE, INC.",,,,,,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D215%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=215&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
261,"BROTHERS INTERNATIONAL DESSERTS, INC.",,,,,,"SUSAN RIVERA V. BROTHERS INTERNATIONAL DESSERTS, INC.",https://www.westlaw.com/Document/I5FD8FCECDD1C11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D227%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=227&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154296-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-07
262,FORREST MACHINING INC.,https://businesssearch.sos.ca.gov/,27756 AVE MENTRY,VALENCIA,CA,91355,"VIGEN ZADOURIAN V. FORREST MACHINING, INC.",https://www.westlaw.com/Document/ID7802B66DD3411EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D239%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=239&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20CHCV00468,CA LOS ANGELES SUPER. CT.,2020-08-12
263,Sodexo Inc,,,,,,Youngs v. Sodexo Inc,https://www.westlaw.com/Document/I7F09E25FDCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D255%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=255&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Labor & Employment, Wrongful Termination/Discharge",37-2020-00028214-CU-WT-CTL,CA San Diego Super.Ct.,2020-08-12
264,Aircraft Service International Inc,,,,,,Mize Edwards v. Air Menzies International USA Inc,https://www.westlaw.com/Document/I7EE7B4CDDCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D224%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=224&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"Labor & Employment, Wrongful Termination/Discharge",37-2020-00028139-CU-WT-CTL,CA San Diego Super.Ct.,2020-08-11
265,WATERDROPS EXPRESS CAR WASH LLC,,,,,,"ANAHITA ASHRAFIPOUR V. WATERDROPS EXPRESS CAR WASH, LLC,, ET AL.",https://www.westlaw.com/Document/I0A5E56A3DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D10%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=10&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30388,CA LOS ANGELES SUPER. CT.,2020-08-11
266,L.A. DOWNTOWN MEDICAL CENTER LLC,,,,,,"FATIMA MANUAO V. L.A. DOWNTOWN MEDICAL CENTER LLC, ET AL.",https://www.westlaw.com/Document/I9719CFD9DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D32%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=32&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30402,CA LOS ANGELES SUPER. CT.,2020-08-10
267,NATIONAL RETAIL TRANSPORTATION INC.,,,,,,"FELIPE DIAZ V. NATIONAL RETAIL TRANSPORTATION, INC., ET AL.",https://www.westlaw.com/Document/I1B289D56DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D33%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=33&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30447,CA LOS ANGELES SUPER. CT.,2020-08-11
268,TAX LEADERS OF AMERICA LLC,,,,,,"GABRIELA MARTINEZ V. MARIO SANCHEZ, ET AL.",https://www.westlaw.com/Document/I11772D1EDD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D35%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=35&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30365,CA LOS ANGELES SUPER. CT.,2020-08-11
269,RUSSELL SIGLER INC.,,,,,,"HECTOR AMERICANO V. RUSSELL SIGLER, INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I0A5E5722DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D42%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=42&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30371,CA LOS ANGELES SUPER. CT.,2020-08-11
270,MIA SECRET INC.,,,,,,"MAXIMINO SOTO V. DE ROBLIN, A CALIFORNIA CORPORATION;, ET AL.",https://www.westlaw.com/Document/I195BDCDFDD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e758ed9ff9d75a3f%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D73%26alertGuid%3Di0ad6066b0000016d21b92b659183ee91&listSource=Alert&list=DocketAlertNext&rank=73&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad6066b0000016d21b92b659183ee91,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30477,CA LOS ANGELES SUPER. CT.,2020-08-11
271,"YORK RISK SERVICES GROUP, INC.",https://businesssearch.sos.ca.gov/,1 UPPER POND ROAD BLDG F 4TH FLR,PARSIPPANY,NJ,07054,"DAVID POON V. YORK RISK SERVICES GROUP, INC.",https://www.westlaw.com/Document/IB43ECDC0DCA511EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D87%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=87&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154272-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-07
272,FRED SED INCORPORATED,https://businesssearch.sos.ca.gov/,4010 BARRANCA PKWY SUITE 100,IRVINE,CA,92604,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D145%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=145&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
273,BKCO INC.,,,,,,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D145%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=145&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
274,"BKT IRVINE, INC.",,,,,,SOUHELA RODRIGUEZ V. BKCO INC.,https://www.westlaw.com/Document/I5F37DB7EDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c1900000173e757dc77f80e7cb9%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D145%26alertGuid%3Di0ad606db000001712ea31744ee194a26&listSource=Alert&list=DocketAlertNext&rank=145&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606db000001712ea31744ee194a26,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154218-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-06
275,FAMILY DOLLAR INC.,,,,,,"14433 BALDWIN PARK, LLC V. FAMILY DOLLAR, INC., A NORTH CAROLINA CORPORATION",https://www.westlaw.com/Document/I1B289EF3DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D2%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=2&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20PSCV00526,CA LOS ANGELES SUPER. CT.,2020-08-11
276,CHARLES COBBS APARTMENT LP. A CALIFORNIA LIMITED PARTNERSHIP,,,,,,"JEFFREY SCOTT DAVID, ET AL. V. CHARLES COBBS APARTMENT, LP., A CALIFORNIA LIMITED PARTNERSHIP",https://www.westlaw.com/Document/ID7802B6BDD3411EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D112%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=112&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20STCV30464,CA LOS ANGELES SUPER. CT.,2020-08-11
277,INTERMIX HOLDCO INC.,,,,,,"LASH HOLDINGS, LLC V. INTERMIX HOLDCO, INC.",https://www.westlaw.com/Document/I11770577DD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D138%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=138&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20SMCV01068,CA LOS ANGELES SUPER. CT.,2020-08-11
278,BOX-N-GO LLC. COMPANY,,,,,,"MICHAEL BERNSTEIN V. BOX-N-GO, LLC., A CALIFORNIA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I11770755DD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D161%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=161&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20STCV30351,CA LOS ANGELES SUPER. CT.,2020-08-12
279,MAPLE PLAZA LLC,,,,,,"NICHOLAS HOYLE, ET AL. V. MAPLE PLAZA, LLC",https://www.westlaw.com/Document/I0A5E3149DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D173%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=173&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20STCV30392,CA LOS ANGELES SUPER. CT.,2020-08-11
280,CLEVELAND ART,,,,,,SONIA GRIFFEN V. ART CLEVELAND,https://www.westlaw.com/Document/I195BDCEEDD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D213%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=213&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20NWCV00440,CA LOS ANGELES SUPER. CT.,2020-08-11
281,ADA L. BROWN AS TRUSTEE OF THE BROWN LIVING TRUST,,,,,,"SONJA FOREMAN, ET AL. V. ADA L BROWN, ET AL.",https://www.westlaw.com/Document/I8B4B80C7DD3411EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D214%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=214&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20STCV30321,CA LOS ANGELES SUPER. CT.,2020-08-11
282,FRED SED INCORPORATED,https://businesssearch.sos.ca.gov/,4010 BARRANCA PKWY SUITE 100,IRVINE,CA,92604,"STATE FARM GENERAL INSURANCE COMPANY V. LAURA MARIE EPPS, ET AL.",https://www.westlaw.com/Document/I1B287893DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D216%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=216&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20NWCV00441,CA LOS ANGELES SUPER. CT.,2020-08-12
283,BKCO INC.,,,,,,"STATE FARM GENERAL INSURANCE COMPANY V. LAURA MARIE EPPS, ET AL.",https://www.westlaw.com/Document/I1B287893DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D216%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=216&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20NWCV00441,CA LOS ANGELES SUPER. CT.,2020-08-12
284,"BKT IRVINE, INC.",,,,,,"STATE FARM GENERAL INSURANCE COMPANY V. LAURA MARIE EPPS, ET AL.",https://www.westlaw.com/Document/I1B287893DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D216%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=216&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, LEASE",20NWCV00441,CA LOS ANGELES SUPER. CT.,2020-08-12
285,SANTA MONICA WOMEN'S HEALTHCARE ASSOCIATES,,,,,,"SANTA MONICA AT 16TH, LP V. SANTA MONICA WOMEN'S HEALTHCARE ASSOCIATES",https://www.westlaw.com/Document/I6D9EC200DD3411EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D200%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=200&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LANDLORD/TENANT, UNLAWFUL DETAINER",20SMCV01070,CA LOS ANGELES SUPER. CT.,2020-08-11
